occurrence_no,record_type,reid_no,flags,collection_no,permissions,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,plant_organ,plant_organ2,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate,cc.1,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,environment_basis,motility,life_habit,vision,diet,reproduction,ontogeny,ecospace_comments,composition,architecture,thickness,reinforcement,primary_name,primary_reso,subgenus_name,subgenus_reso,species_name,species_reso,primary_reference,authorizer,enterer,modifier
1417967,occ,NA,,92318,NA,Chiniquodon theotonicus,species,100823,,Chiniquodon theotonicus,NA,species,100823,Carnian,Norian,237,208.5,Abdala,2000,66779,Chordata,33815,Osteichthyes,34881,Cotylosauria,56749,Chiniquodontidae,39220,Chiniquodon,39222,NA,NA,NA,NA,,-67.883331,-30.116667,,"Hoyada de Ischiqualasto, undifferentiated",NA,,AR,San Juan,Valle Fértil,based on nearby landmark,minutes,local area,"From the ""Hoyada de Ischigualasto""",gp_mid,-24.29,-39.24,291,AR,,Ischigualasto,,,member,,,,,,,NA,Ischigualasto-Ischichuca basin; position within the formation is not stated,,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,,,,,,,1959,"PVL: Instituto de Miguel Lillo, Tucuman, Argentina",,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Chiniquodon,,,NA,theotonicus,,"F. Abdala. 2000. Catalogue of non-mammalian cynodonts in the Vertebrate Paleontology Collection of the Instituto Miguel Lillo, Universidad Nacional de Tucuman, with comments on species. Ameghiniana 37(4):463-475",A. Dunhill,B. Allen,
1418091,occ,NA,,36106,NA,Pseudotriconodon wildi,species,194991,,Pseudotriconodon wildi,NA,species,194991,Rhaetian,,208.5,201.3,Godefroit and Battail,1997,66786,Chordata,33815,Osteichthyes,34881,Cotylosauria,56749,Dromatheriidae,95366,Pseudotriconodon,39227,NA,NA,NA,NA,,6.332844,48.615555,"Around 30 specimens, in IRSNB and MNHP",Saint-Nicolas-de-Port,NA,"Rossières-aux-Salines, Rosieres-aux-Salines",FR,Lorraine,Meuthe-et-Moselle,estimated from map,6,outcrop,"The quarry belongs to the city of Rossières/Rosieres-aux-Salines, but its name comes from the larger (and farther) city of Saint-Nicolas-de-Port. Located 10 km ESE of Nancy",gp_mid,16.68,34.23,305,FR,,Gres à Avicula contorta,,,bed,,,,,,,NA,Lower Rhaetian? Perhaps equivalent to Knollenmergel (Cuny & Ramboer 1991),"""brown sands, green clay and pebbles""",sandstone,"pebbly,brown,green",,argillaceous,Y,,,,,,fluvial-lacustrine indet.,,,"macrofossils,mesofossils",,,,,,NA,,body,medium,,,,concentrated,,,,,,,,general faunal/floral,"bulk,sieve,field collection",,some genera,,,,1851-present,,incomplete,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Pseudotriconodon,,,NA,wildi,,P. Godefroit and B. Battail. 1997. Late Triassic cynodonts from Saint-Nicolas-de-Port (north-eastern France) . Geodiversitas 19(3):567-631,A. Dunhill,B. Allen,B. Allen
1418092,occ,NA,,36106,NA,Tricuspes tuebingensis,species,208888,,Tricuspes tuebingensis,NA,species,208888,Rhaetian,,208.5,201.3,Godefroit and Battail,1997,66786,Chordata,33815,Mammalia,36651,,NA,,NA,Tricuspes,39234,NA,NA,NA,NA,,6.332844,48.615555,"IRSNB R158, upper molariform",Saint-Nicolas-de-Port,NA,"Rossières-aux-Salines, Rosieres-aux-Salines",FR,Lorraine,Meuthe-et-Moselle,estimated from map,6,outcrop,"The quarry belongs to the city of Rossières/Rosieres-aux-Salines, but its name comes from the larger (and farther) city of Saint-Nicolas-de-Port. Located 10 km ESE of Nancy",gp_mid,16.68,34.23,305,FR,,Gres à Avicula contorta,,,bed,,,,,,,NA,Lower Rhaetian? Perhaps equivalent to Knollenmergel (Cuny & Ramboer 1991),"""brown sands, green clay and pebbles""",sandstone,"pebbly,brown,green",,argillaceous,Y,,,,,,fluvial-lacustrine indet.,,,"macrofossils,mesofossils",,,,,,NA,,body,medium,,,,concentrated,,,,,,,,general faunal/floral,"bulk,sieve,field collection",,some genera,,,,1851-present,,incomplete,terrestrial,NA,actively mobile,,NA,insectivore,,,,hydroxyapatite,,,NA,Tricuspes,,,NA,tuebingensis,,P. Godefroit and B. Battail. 1997. Late Triassic cynodonts from Saint-Nicolas-de-Port (north-eastern France) . Geodiversitas 19(3):567-631,A. Dunhill,B. Allen,B. Allen
1418093,occ,NA,,36106,NA,Tricuspes n. sp. tapeinodon,species,208890,,Tricuspes tapeinodon,NA,species,208890,Rhaetian,,208.5,201.3,Godefroit and Battail,1997,66786,Chordata,33815,Mammalia,36651,,NA,,NA,Tricuspes,39234,NA,NA,NA,NA,,6.332844,48.615555,"IRSNB R161, upper right molariform (holotype); 10 other specimens",Saint-Nicolas-de-Port,NA,"Rossières-aux-Salines, Rosieres-aux-Salines",FR,Lorraine,Meuthe-et-Moselle,estimated from map,6,outcrop,"The quarry belongs to the city of Rossières/Rosieres-aux-Salines, but its name comes from the larger (and farther) city of Saint-Nicolas-de-Port. Located 10 km ESE of Nancy",gp_mid,16.68,34.23,305,FR,,Gres à Avicula contorta,,,bed,,,,,,,NA,Lower Rhaetian? Perhaps equivalent to Knollenmergel (Cuny & Ramboer 1991),"""brown sands, green clay and pebbles""",sandstone,"pebbly,brown,green",,argillaceous,Y,,,,,,fluvial-lacustrine indet.,,,"macrofossils,mesofossils",,,,,,NA,,body,medium,,,,concentrated,,,,,,,,general faunal/floral,"bulk,sieve,field collection",,some genera,,,,1851-present,,incomplete,terrestrial,NA,actively mobile,,NA,insectivore,,,,hydroxyapatite,,,NA,Tricuspes,,,NA,tapeinodon,n. sp.,P. Godefroit and B. Battail. 1997. Late Triassic cynodonts from Saint-Nicolas-de-Port (north-eastern France) . Geodiversitas 19(3):567-631,A. Dunhill,B. Allen,B. Allen
1418094,occ,NA,,36106,NA,n. gen. Hahnia n. sp. obliqua,species,376323,,Hahnia obliqua,NA,species,376323,Rhaetian,,208.5,201.3,Godefroit and Battail,1997,66786,Chordata,33815,Osteichthyes,34881,Cotylosauria,56749,,NA,Hahnia,376322,NA,NA,NA,NA,,6.332844,48.615555,"IRSNB R164, left upper postcanine (holotype); 4 other specimens",Saint-Nicolas-de-Port,NA,"Rossières-aux-Salines, Rosieres-aux-Salines",FR,Lorraine,Meuthe-et-Moselle,estimated from map,6,outcrop,"The quarry belongs to the city of Rossières/Rosieres-aux-Salines, but its name comes from the larger (and farther) city of Saint-Nicolas-de-Port. Located 10 km ESE of Nancy",gp_mid,16.68,34.23,305,FR,,Gres à Avicula contorta,,,bed,,,,,,,NA,Lower Rhaetian? Perhaps equivalent to Knollenmergel (Cuny & Ramboer 1991),"""brown sands, green clay and pebbles""",sandstone,"pebbly,brown,green",,argillaceous,Y,,,,,,fluvial-lacustrine indet.,,,"macrofossils,mesofossils",,,,,,NA,,body,medium,,,,concentrated,,,,,,,,general faunal/floral,"bulk,sieve,field collection",,some genera,,,,1851-present,,incomplete,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Hahnia,n. gen.,,NA,obliqua,n. sp.,P. Godefroit and B. Battail. 1997. Late Triassic cynodonts from Saint-Nicolas-de-Port (north-eastern France) . Geodiversitas 19(3):567-631,A. Dunhill,B. Allen,B. Allen
1418095,occ,NA,,36106,NA,Gaumia longiradicata,species,194984,,Gaumia longiradicata,NA,species,194984,Rhaetian,,208.5,201.3,Godefroit and Battail,1997,66786,Chordata,33815,Osteichthyes,34881,Cotylosauria,56749,,NA,Gaumia,194982,NA,NA,NA,NA,,6.332844,48.615555,12 specimens in IRSNB and MNHP,Saint-Nicolas-de-Port,NA,"Rossières-aux-Salines, Rosieres-aux-Salines",FR,Lorraine,Meuthe-et-Moselle,estimated from map,6,outcrop,"The quarry belongs to the city of Rossières/Rosieres-aux-Salines, but its name comes from the larger (and farther) city of Saint-Nicolas-de-Port. Located 10 km ESE of Nancy",gp_mid,16.68,34.23,305,FR,,Gres à Avicula contorta,,,bed,,,,,,,NA,Lower Rhaetian? Perhaps equivalent to Knollenmergel (Cuny & Ramboer 1991),"""brown sands, green clay and pebbles""",sandstone,"pebbly,brown,green",,argillaceous,Y,,,,,,fluvial-lacustrine indet.,,,"macrofossils,mesofossils",,,,,,NA,,body,medium,,,,concentrated,,,,,,,,general faunal/floral,"bulk,sieve,field collection",,some genera,,,,1851-present,,incomplete,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Gaumia,,,NA,longiradicata,,P. Godefroit and B. Battail. 1997. Late Triassic cynodonts from Saint-Nicolas-de-Port (north-eastern France) . Geodiversitas 19(3):567-631,A. Dunhill,B. Allen,B. Allen
1418096,occ,NA,,36106,NA,Lepagia gaumensis,species,194981,,Lepagia gaumensis,NA,species,194981,Rhaetian,,208.5,201.3,Godefroit and Battail,1997,66786,Chordata,33815,Osteichthyes,34881,Cotylosauria,56749,Chiniquodontidae,39220,Lepagia,194980,NA,NA,NA,NA,,6.332844,48.615555,"IRSNB R167 , IRSNB 28 1 14/051 , ? IRSNB 28114/104",Saint-Nicolas-de-Port,NA,"Rossières-aux-Salines, Rosieres-aux-Salines",FR,Lorraine,Meuthe-et-Moselle,estimated from map,6,outcrop,"The quarry belongs to the city of Rossières/Rosieres-aux-Salines, but its name comes from the larger (and farther) city of Saint-Nicolas-de-Port. Located 10 km ESE of Nancy",gp_mid,16.68,34.23,305,FR,,Gres à Avicula contorta,,,bed,,,,,,,NA,Lower Rhaetian? Perhaps equivalent to Knollenmergel (Cuny & Ramboer 1991),"""brown sands, green clay and pebbles""",sandstone,"pebbly,brown,green",,argillaceous,Y,,,,,,fluvial-lacustrine indet.,,,"macrofossils,mesofossils",,,,,,NA,,body,medium,,,,concentrated,,,,,,,,general faunal/floral,"bulk,sieve,field collection",,some genera,,,,1851-present,,incomplete,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Lepagia,,,NA,gaumensis,,P. Godefroit and B. Battail. 1997. Late Triassic cynodonts from Saint-Nicolas-de-Port (north-eastern France) . Geodiversitas 19(3):567-631,A. Dunhill,B. Allen,B. Allen
1418097,occ,NA,,36106,NA,n. gen. Maubeugia n. sp. lotharingica,species,376325,,Maubeugia lotharingica,NA,species,376325,Rhaetian,,208.5,201.3,Godefroit and Battail,1997,66786,Chordata,33815,Osteichthyes,34881,Cotylosauria,56749,Traversodontidae,39195,Maubeugia,376324,NA,NA,NA,NA,,6.332844,48.615555,"IRSNB R172, left upper postcanine",Saint-Nicolas-de-Port,NA,"Rossières-aux-Salines, Rosieres-aux-Salines",FR,Lorraine,Meuthe-et-Moselle,estimated from map,6,outcrop,"The quarry belongs to the city of Rossières/Rosieres-aux-Salines, but its name comes from the larger (and farther) city of Saint-Nicolas-de-Port. Located 10 km ESE of Nancy",gp_mid,16.68,34.23,305,FR,,Gres à Avicula contorta,,,bed,,,,,,,NA,Lower Rhaetian? Perhaps equivalent to Knollenmergel (Cuny & Ramboer 1991),"""brown sands, green clay and pebbles""",sandstone,"pebbly,brown,green",,argillaceous,Y,,,,,,fluvial-lacustrine indet.,,,"macrofossils,mesofossils",,,,,,NA,,body,medium,,,,concentrated,,,,,,,,general faunal/floral,"bulk,sieve,field collection",,some genera,,,,1851-present,,incomplete,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Maubeugia,n. gen.,,NA,lotharingica,n. sp.,P. Godefroit and B. Battail. 1997. Late Triassic cynodonts from Saint-Nicolas-de-Port (north-eastern France) . Geodiversitas 19(3):567-631,A. Dunhill,B. Allen,B. Allen
1418098,occ,NA,,36106,NA,n. gen. Rosieria n. sp. delsatei,species,376327,,Rosieria delsatei,NA,species,376327,Rhaetian,,208.5,201.3,Godefroit and Battail,1997,66786,Chordata,33815,Osteichthyes,34881,Cotylosauria,56749,Traversodontidae,39195,Rosieria,376326,NA,NA,NA,NA,,6.332844,48.615555,"IRSNB R173, left upper postcanine",Saint-Nicolas-de-Port,NA,"Rossières-aux-Salines, Rosieres-aux-Salines",FR,Lorraine,Meuthe-et-Moselle,estimated from map,6,outcrop,"The quarry belongs to the city of Rossières/Rosieres-aux-Salines, but its name comes from the larger (and farther) city of Saint-Nicolas-de-Port. Located 10 km ESE of Nancy",gp_mid,16.68,34.23,305,FR,,Gres à Avicula contorta,,,bed,,,,,,,NA,Lower Rhaetian? Perhaps equivalent to Knollenmergel (Cuny & Ramboer 1991),"""brown sands, green clay and pebbles""",sandstone,"pebbly,brown,green",,argillaceous,Y,,,,,,fluvial-lacustrine indet.,,,"macrofossils,mesofossils",,,,,,NA,,body,medium,,,,concentrated,,,,,,,,general faunal/floral,"bulk,sieve,field collection",,some genera,,,,1851-present,,incomplete,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Rosieria,n. gen.,,NA,delsatei,n. sp.,P. Godefroit and B. Battail. 1997. Late Triassic cynodonts from Saint-Nicolas-de-Port (north-eastern France) . Geodiversitas 19(3):567-631,A. Dunhill,B. Allen,B. Allen
1418479,occ,NA,,84271,NA,Apachesaurus gregorii,species,69036,,Apachesaurus gregorii,NA,species,69036,Carnian,,237,228,Lucas et al.,2016,66825,Chordata,33815,Osteichthyes,34881,Temnospondyli,36320,Metoposauridae,37162,Apachesaurus,69035,NA,NA,NA,NA,,-102.16111,35.384998,,Rotten Hill locality (SMU Loc. 121),NA,"Sierrita de la Cruz Creek, Sierrita de la Cruize",US,Texas,Potter,stated in text,seconds,outcrop,"in badlands along Sierrita de la Cruz Creek, Ady 7.5' quadrangle",gp_mid,-29.14,13.5,101,US,,Tecovas,Chinle,,bed,,,,,,,NA,,"""clay pebble conglomerate/silty mudstone; weak red 10 R 5/4 with white 2.5 Y 8/2 to pinkish gray 7.5 YR 7/2 reduction haloes < 4 mm diameter; grades upward into fissile mudstone""",conglomerate,"pebbly,red",,argillaceous,Y,mudstone,,,silty,,lacustrine delta plain,,"""a fluviodeltaic or ephemeral lacustrine environment""","macrofossils,mesofossils",,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,field collection,,,,,P. A. Murry,,,,"brackish,freshwater,terrestrial",NA,actively mobile,amphibious,NA,carnivore,,,,hydroxyapatite,,,NA,Apachesaurus,,,NA,gregorii,,"S. G. Lucas, L. F. Rinehart, and A. B. Heckert, A. P. Hunt, J. A. Spielmann. 2016. Rotten Hill: A Late Triassic bonebed in the Texas Panhandle, USA. New Mexico Museum of Natural History and Science Bulletin 72",A. Dunhill,B. Allen,B. Allen
1418480,occ,NA,,84271,NA,Trilophosaurus buettneri,species,64922,,Trilophosaurus buettneri,NA,species,64922,Carnian,,237,228,Lucas et al.,2016,66825,Chordata,33815,Reptilia,36322,Eosuchia,37795,,NA,Trilophosaurus,38204,NA,NA,NA,NA,,-102.16111,35.384998,,Rotten Hill locality (SMU Loc. 121),NA,"Sierrita de la Cruz Creek, Sierrita de la Cruize",US,Texas,Potter,stated in text,seconds,outcrop,"in badlands along Sierrita de la Cruz Creek, Ady 7.5' quadrangle",gp_mid,-29.14,13.5,101,US,,Tecovas,Chinle,,bed,,,,,,,NA,,"""clay pebble conglomerate/silty mudstone; weak red 10 R 5/4 with white 2.5 Y 8/2 to pinkish gray 7.5 YR 7/2 reduction haloes < 4 mm diameter; grades upward into fissile mudstone""",conglomerate,"pebbly,red",,argillaceous,Y,mudstone,,,silty,,lacustrine delta plain,,"""a fluviodeltaic or ephemeral lacustrine environment""","macrofossils,mesofossils",,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,field collection,,,,,P. A. Murry,,,,terrestrial,NA,actively mobile,,NA,herbivore,,,,hydroxyapatite,,,NA,Trilophosaurus,,,NA,buettneri,,"S. G. Lucas, L. F. Rinehart, and A. B. Heckert, A. P. Hunt, J. A. Spielmann. 2016. Rotten Hill: A Late Triassic bonebed in the Texas Panhandle, USA. New Mexico Museum of Natural History and Science Bulletin 72",A. Dunhill,B. Allen,
1418483,occ,NA,,84271,NA,Spinosuchus sp.,genus,65105,,Spinosuchus,NA,genus,65105,Carnian,,237,228,Lucas et al.,2016,66825,Chordata,33815,Reptilia,36322,Eosuchia,37795,Trilophosauridae,38200,Spinosuchus,65105,NA,NA,NA,NA,,-102.16111,35.384998,,Rotten Hill locality (SMU Loc. 121),NA,"Sierrita de la Cruz Creek, Sierrita de la Cruize",US,Texas,Potter,stated in text,seconds,outcrop,"in badlands along Sierrita de la Cruz Creek, Ady 7.5' quadrangle",gp_mid,-29.14,13.5,101,US,,Tecovas,Chinle,,bed,,,,,,,NA,,"""clay pebble conglomerate/silty mudstone; weak red 10 R 5/4 with white 2.5 Y 8/2 to pinkish gray 7.5 YR 7/2 reduction haloes < 4 mm diameter; grades upward into fissile mudstone""",conglomerate,"pebbly,red",,argillaceous,Y,mudstone,,,silty,,lacustrine delta plain,,"""a fluviodeltaic or ephemeral lacustrine environment""","macrofossils,mesofossils",,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,field collection,,,,,P. A. Murry,,,,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Spinosuchus,,,NA,sp.,,"S. G. Lucas, L. F. Rinehart, and A. B. Heckert, A. P. Hunt, J. A. Spielmann. 2016. Rotten Hill: A Late Triassic bonebed in the Texas Panhandle, USA. New Mexico Museum of Natural History and Science Bulletin 72",A. Dunhill,B. Allen,
1418484,occ,NA,,84271,NA,Vancleavea campi,species,69043,,Vancleavea campi,NA,species,69043,Carnian,,237,228,Lucas et al.,2016,66825,Chordata,33815,Reptilia,36322,Eosuchia,37795,Doswelliidae,94380,Vancleavea,69042,NA,NA,NA,NA,,-102.16111,35.384998,,Rotten Hill locality (SMU Loc. 121),NA,"Sierrita de la Cruz Creek, Sierrita de la Cruize",US,Texas,Potter,stated in text,seconds,outcrop,"in badlands along Sierrita de la Cruz Creek, Ady 7.5' quadrangle",gp_mid,-29.14,13.5,101,US,,Tecovas,Chinle,,bed,,,,,,,NA,,"""clay pebble conglomerate/silty mudstone; weak red 10 R 5/4 with white 2.5 Y 8/2 to pinkish gray 7.5 YR 7/2 reduction haloes < 4 mm diameter; grades upward into fissile mudstone""",conglomerate,"pebbly,red",,argillaceous,Y,mudstone,,,silty,,lacustrine delta plain,,"""a fluviodeltaic or ephemeral lacustrine environment""","macrofossils,mesofossils",,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,field collection,,,,,P. A. Murry,,,,freshwater,NA,actively mobile,aquatic,NA,carnivore,,,,hydroxyapatite,,,NA,Vancleavea,,,NA,campi,,"S. G. Lucas, L. F. Rinehart, and A. B. Heckert, A. P. Hunt, J. A. Spielmann. 2016. Rotten Hill: A Late Triassic bonebed in the Texas Panhandle, USA. New Mexico Museum of Natural History and Science Bulletin 72",A. Dunhill,B. Allen,
1418487,occ,NA,,84271,NA,Smilosuchus gregorii,species,159238,,Smilosuchus gregorii,NA,species,69059,Carnian,,237,228,Lucas et al.,2016,66825,Chordata,33815,Reptilia,36322,Eosuchia,37795,Parasuchidae,133090,Smilosuchus,159237,NA,NA,NA,NA,,-102.16111,35.384998,,Rotten Hill locality (SMU Loc. 121),NA,"Sierrita de la Cruz Creek, Sierrita de la Cruize",US,Texas,Potter,stated in text,seconds,outcrop,"in badlands along Sierrita de la Cruz Creek, Ady 7.5' quadrangle",gp_mid,-29.14,13.5,101,US,,Tecovas,Chinle,,bed,,,,,,,NA,,"""clay pebble conglomerate/silty mudstone; weak red 10 R 5/4 with white 2.5 Y 8/2 to pinkish gray 7.5 YR 7/2 reduction haloes < 4 mm diameter; grades upward into fissile mudstone""",conglomerate,"pebbly,red",,argillaceous,Y,mudstone,,,silty,,lacustrine delta plain,,"""a fluviodeltaic or ephemeral lacustrine environment""","macrofossils,mesofossils",,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,field collection,,,,,P. A. Murry,,,,terrestrial,NA,actively mobile,,NA,carnivore,,,,hydroxyapatite,,,NA,Smilosuchus,,,NA,gregorii,,"S. G. Lucas, L. F. Rinehart, and A. B. Heckert, A. P. Hunt, J. A. Spielmann. 2016. Rotten Hill: A Late Triassic bonebed in the Texas Panhandle, USA. New Mexico Museum of Natural History and Science Bulletin 72",A. Dunhill,B. Allen,
1418491,occ,NA,,71982,NA,Buettneria perfecta,species,100583,recombined as,Koskinonodon perfectus,NA,species,100583,Carnian,Norian,237,208.5,Lucas et al.,2016,66825,Chordata,33815,Osteichthyes,34881,Temnospondyli,36320,Metoposauridae,37162,Koskinonodon,155206,NA,NA,NA,NA,,-102.16111,35.384998,,Rotten Hill/Herring Ranch (UMMP/PPHM WT),NA,,US,Texas,Potter,stated in text,seconds,local area,,gp_mid,-30.69,10.59,101,US,,Tecovas,Dockum,,group of beds,,,,,,,NA,,"""purple clay""",claystone,"red,blue",,,Y,,,,,,terrestrial indet.,,,"macrofossils,mesofossils",,some,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,"surface (in situ),field collection",UMMP,,,,E. C. Case,1931,,also includes coprolites and teeth of unknown affinity,"brackish,freshwater,terrestrial",NA,actively mobile,amphibious,NA,carnivore,,,,hydroxyapatite,,,NA,Buettneria,,,NA,perfecta,,"S. G. Lucas, L. F. Rinehart, and A. B. Heckert, A. P. Hunt, J. A. Spielmann. 2016. Rotten Hill: A Late Triassic bonebed in the Texas Panhandle, USA. New Mexico Museum of Natural History and Science Bulletin 72",A. Dunhill,B. Allen,
1418492,occ,NA,,71982,NA,Apachesaurus gregorii,species,69036,,Apachesaurus gregorii,NA,species,69036,Carnian,Norian,237,208.5,Lucas et al.,2016,66825,Chordata,33815,Osteichthyes,34881,Temnospondyli,36320,Metoposauridae,37162,Apachesaurus,69035,NA,NA,NA,NA,,-102.16111,35.384998,,Rotten Hill/Herring Ranch (UMMP/PPHM WT),NA,,US,Texas,Potter,stated in text,seconds,local area,,gp_mid,-30.69,10.59,101,US,,Tecovas,Dockum,,group of beds,,,,,,,NA,,"""purple clay""",claystone,"red,blue",,,Y,,,,,,terrestrial indet.,,,"macrofossils,mesofossils",,some,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,"surface (in situ),field collection",UMMP,,,,E. C. Case,1931,,also includes coprolites and teeth of unknown affinity,"brackish,freshwater,terrestrial",NA,actively mobile,amphibious,NA,carnivore,,,,hydroxyapatite,,,NA,Apachesaurus,,,NA,gregorii,,"S. G. Lucas, L. F. Rinehart, and A. B. Heckert, A. P. Hunt, J. A. Spielmann. 2016. Rotten Hill: A Late Triassic bonebed in the Texas Panhandle, USA. New Mexico Museum of Natural History and Science Bulletin 72",A. Dunhill,B. Allen,
1418493,occ,NA,,71982,NA,Otischalkia elderae,species,159207,,Otischalkia elderae,NA,species,159207,Carnian,Norian,237,208.5,Lucas et al.,2016,66825,Chordata,33815,Reptilia,36322,Rhynchosauria,38205,Rhynchosauridae,38206,Otischalkia,159206,NA,NA,NA,NA,,-102.16111,35.384998,,Rotten Hill/Herring Ranch (UMMP/PPHM WT),NA,,US,Texas,Potter,stated in text,seconds,local area,,gp_mid,-30.69,10.59,101,US,,Tecovas,Dockum,,group of beds,,,,,,,NA,,"""purple clay""",claystone,"red,blue",,,Y,,,,,,terrestrial indet.,,,"macrofossils,mesofossils",,some,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,"surface (in situ),field collection",UMMP,,,,E. C. Case,1931,,also includes coprolites and teeth of unknown affinity,terrestrial,NA,actively mobile,,NA,herbivore,,,,hydroxyapatite,,,NA,Otischalkia,,,NA,elderae,,"S. G. Lucas, L. F. Rinehart, and A. B. Heckert, A. P. Hunt, J. A. Spielmann. 2016. Rotten Hill: A Late Triassic bonebed in the Texas Panhandle, USA. New Mexico Museum of Natural History and Science Bulletin 72",A. Dunhill,B. Allen,
1418494,occ,NA,,71982,NA,Smilosuchus gregorii,species,159238,,Smilosuchus gregorii,NA,species,69059,Carnian,Norian,237,208.5,Lucas et al.,2016,66825,Chordata,33815,Reptilia,36322,Eosuchia,37795,Parasuchidae,133090,Smilosuchus,159237,NA,NA,NA,NA,,-102.16111,35.384998,,Rotten Hill/Herring Ranch (UMMP/PPHM WT),NA,,US,Texas,Potter,stated in text,seconds,local area,,gp_mid,-30.69,10.59,101,US,,Tecovas,Dockum,,group of beds,,,,,,,NA,,"""purple clay""",claystone,"red,blue",,,Y,,,,,,terrestrial indet.,,,"macrofossils,mesofossils",,some,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,"surface (in situ),field collection",UMMP,,,,E. C. Case,1931,,also includes coprolites and teeth of unknown affinity,terrestrial,NA,actively mobile,,NA,carnivore,,,,hydroxyapatite,,,NA,Smilosuchus,,,NA,gregorii,,"S. G. Lucas, L. F. Rinehart, and A. B. Heckert, A. P. Hunt, J. A. Spielmann. 2016. Rotten Hill: A Late Triassic bonebed in the Texas Panhandle, USA. New Mexico Museum of Natural History and Science Bulletin 72",A. Dunhill,B. Allen,
1418638,occ,NA,,196536,NA,Machaeroprosopus n. sp. andersoni,species,159241,,Machaeroprosopus andersoni,NA,species,159241,Late Triassic,,237,201.3,Mehl,1922,34194,Chordata,33815,Reptilia,36322,Eosuchia,37795,Parasuchidae,133090,Machaeroprosopus,69056,NA,NA,NA,NA,,-104.681664,34.946388,"No. 396 Walker Museum Collections (now CFMNH 396), skull",Santa Rosa area,NA,,US,New Mexico,Guadaloupe,stated in text,seconds,local area,"No exact locality details, but known to be ""from the Triassic of Guadaloupe County, near Santa Rosa, New Mexico"" (Mehl, 1922)",gp_mid,NA,NA,coordinates not computable using this model,US,,,,,,,,,,,,NA,,,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,,,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,,,,hydroxyapatite,,,NA,Machaeroprosopus,,,NA,andersoni,n. sp.,M. G. Mehl. 1922. A new phytosaur from the Trias of Arizona. Journal of Geology 30(2):144-157,A. Dunhill,B. Allen,B. Allen
